county_name,county_fips,season,TAVG,TMAX,TMIN,PRCP
Plumas,FIPS:06063,Fall,53.0815,68.19883333333334,37.968833333333336,59.785
Riverside,FIPS:06065,Winter,53.37112033746305,65.48192837213936,41.27077075098814,33.09627028733363
Riverside,FIPS:06065,Spring,62.109056324110675,75.1360259646151,49.253632081686426,25.130234174303556
Riverside,FIPS:06065,Summer,81.04832227555053,95.67712060041409,66.5061241294937,5.21200517506014
Riverside,FIPS:06065,Fall,69.3054519723221,83.04687422607903,55.5368174784788,11.105415289519229
Sacramento,FIPS:06067,Winter,50.28235294117647,59.9,40.67176470588235,85.97855861901004
Sacramento,FIPS:06067,Spring,61.733333333333334,74.82333333333334,48.64,33.510696352127596
Sacramento,FIPS:06067,Summer,77.24833333333333,93.89333333333335,60.611666666666665,0.5279080599101239
Sacramento,FIPS:06067,Fall,65.15333333333334,78.54333333333334,51.754999999999995,32.460444268350614
San Benito,FIPS:06069,Winter,48.80988235294117,58.89341176470588,38.69423529411765,62.086764705882345
San Benito,FIPS:06069,Spring,55.51866666666667,67.65033333333334,43.382,29.072539682539684
San Benito,FIPS:06069,Summer,72.13716666666667,86.684,57.58833333333333,0.3513624338624338
San Benito,FIPS:06069,Fall,62.911500000000004,75.696,50.115500000000004,16.45175925925926
San Bernardino,FIPS:06071,Winter,48.823966527245794,59.884961599939025,37.79652798591842,39.41075627815959
San Bernardino,FIPS:06071,Spring,59.99874938150879,72.75319037966935,47.28043707239492,25.766572872813978
San Bernardino,FIPS:06071,Summer,80.98607997829633,95.04958866134896,66.94911214242026,7.412215690088633
San Bernardino,FIPS:06071,Fall,65.98383480820254,78.83673867159908,53.13011895364142,13.343238461721771
San Diego,FIPS:06073,Winter,52.41826905468392,63.17285064655034,41.670052353888266,55.418274896740726
San Diego,FIPS:06073,Spring,57.85446672988778,68.27515457562826,47.435709973131026,43.44617488687497
San Diego,FIPS:06073,Summer,73.23217148506623,84.92362247875406,61.555422606080505,5.36712006538474
San Diego,FIPS:06073,Fall,65.47621576258419,77.25502934393724,53.67784491685808,14.95969973485251
San Francisco,FIPS:06075,Winter,53.42,59.32823529411765,47.42176470588235,110.6843137254902
San Francisco,FIPS:06075,Spring,55.055,60.96,49.13,34.672037037037036
San Francisco,FIPS:06075,Summer,60.19,65.62,54.78,1.4048148148148147
San Francisco,FIPS:06075,Fall,60.519999999999996,67.36000000000001,53.665,30.0912037037037
San Joaquin,FIPS:06077,Winter,50.34411764705882,60.895294117647055,39.798235294117646,70.51795284780579
San Joaquin,FIPS:06077,Spring,60.94,75.095,46.795,28.100462962962965
San Joaquin,FIPS:06077,Summer,76.525,93.75,59.295,0.1730489417989417
San Joaquin,FIPS:06077,Fall,64.22,79.0,49.465,21.191574074074072
San Luis Obispo,FIPS:06079,Winter,51.1475294117647,62.8604705882353,39.424470588235295,94.30472689075631
San Luis Obispo,FIPS:06079,Spring,57.1,70.18,44.016999999999996,45.352356061694294
San Luis Obispo,FIPS:06079,Summer,71.55799999999999,86.98599999999999,56.133,0.5684893578643578
San Luis Obispo,FIPS:06079,Fall,63.764809523809525,78.07128571428572,49.45057142857143,21.73297087172087
San Mateo,FIPS:06081,Winter,51.77529411764706,60.09411764705882,43.4635294117647,104.7617851756087
San Mateo,FIPS:06081,Spring,55.065000000000005,64.255,45.885,40.41681691765025
San Mateo,FIPS:06081,Summer,63.85333333333333,74.16499999999999,53.538333333333334,2.109301346801347
San Mateo,FIPS:06081,Fall,61.35333333333334,71.384,51.31133333333334,28.914794094794097
Santa Barbara,FIPS:06083,Winter,54.09358082056352,64.36784602076125,43.818524468610974,91.32999649859944
Santa Barbara,FIPS:06083,Spring,57.27452205882353,67.31289950980393,47.23575735294118,41.791509462759464
Santa Barbara,FIPS:06083,Summer,67.47996323529412,78.42423039215687,56.531681372549016,1.163257275132275
Santa Barbara,FIPS:06083,Fall,64.02622293148028,75.26364929433312,52.78101217410041,20.38999669312169
Santa Clara,FIPS:06085,Winter,50.061966386554616,58.007680672268904,42.1132268907563,101.72052345396364
Santa Clara,FIPS:06085,Spring,55.528333333333336,65.5,45.57857142857143,42.802594954161
Santa Clara,FIPS:06085,Summer,70.44261904761905,81.73404761904762,59.17547619047619,0.3251665559386147
Santa Clara,FIPS:06085,Fall,63.14738095238095,73.00238095238095,53.36233333333334,26.248657856304916
Santa Cruz,FIPS:06087,Winter,51.02935294117647,61.75488235294118,40.36135294117647,172.86076729642906
Santa Cruz,FIPS:06087,Spring,55.602666666666664,66.90116666666667,44.29566666666666,67.8350290912791
Santa Cruz,FIPS:06087,Summer,66.43183333333333,78.14483333333334,54.689166666666665,0.8641196621098582
Santa Cruz,FIPS:06087,Fall,61.994,74.608,49.5435,46.33991071428571
Shasta,FIPS:06089,Winter,43.55529411764706,52.61173561732385,34.503235294117644,168.15320102453296
Shasta,FIPS:06089,Spring,54.73080586080586,67.01665750915751,42.44152014652015,85.59064342252938
Shasta,FIPS:06089,Summer,76.8339010989011,92.29065934065935,61.43774725274726,6.311816562660861
Shasta,FIPS:06089,Fall,60.425179820179814,73.03737762237762,47.81900599400599,71.12637909460373
Sierra,FIPS:06091,Winter,33.10212184873949,43.73138655462185,22.470399159663863,135.19970588235293
Sierra,FIPS:06091,Spring,43.02375,56.044285714285714,29.999285714285715,71.19574074074075
Sierra,FIPS:06091,Summer,64.64267857142858,81.13851190476191,48.15339285714286,12.359814814814817
Sierra,FIPS:06091,Fall,49.527142857142856,63.09761904761905,35.957857142857144,59.49324074074074
Siskiyou,FIPS:06093,Winter,37.43478867040888,46.36876689806357,28.49390756302521,101.32180282952342
Siskiyou,FIPS:06093,Spring,48.291378373800114,61.247024280067755,35.324651599849425,43.12678560954296
Siskiyou,FIPS:06093,Summer,70.57487883493319,86.96189047619048,54.196202239789194,11.882287074309131
Siskiyou,FIPS:06093,Fall,53.58715243741766,66.4230441370224,40.75057470355731,41.67389245014245
Solano,FIPS:06095,Winter,50.91005882352941,60.97417647058823,40.80147058823529,104.66437908496732
Solano,FIPS:06095,Spring,61.010000000000005,74.206,47.753,31.871970899470902
Solano,FIPS:06095,Summer,75.54400000000001,92.556,58.546,0.3163690476190476
Solano,FIPS:06095,Fall,65.135,78.80099999999999,51.465500000000006,31.75930776014109
Sonoma,FIPS:06097,Winter,50.237085561497324,59.67332085561497,40.794149732620326,158.1033519846104
Sonoma,FIPS:06097,Spring,56.285873737373734,67.85719191919192,44.71166414141414,59.12865308027647
Sonoma,FIPS:06097,Summer,67.29687878787878,81.20623232323233,53.384388888888886,1.7585153515689873
Sonoma,FIPS:06097,Fall,61.42434632034632,73.80513275613276,49.05473196248196,66.65094184451111
Stanislaus,FIPS:06099,Winter,50.7464705882353,60.28117647058823,41.195,69.61596638655462
Stanislaus,FIPS:06099,Spring,61.82416666666667,74.52916666666667,49.1275,28.838650793650793
Stanislaus,FIPS:06099,Summer,79.21833333333333,94.5625,63.875,0.0527777777777777
Stanislaus,FIPS:06099,Fall,66.31916666666666,78.89833333333334,53.73166666666667,18.83915343915344
Sutter,FIPS:06101,Winter,,,,79.51764705882353
Sutter,FIPS:06101,Spring,,,,27.86470588235294
Sutter,FIPS:06101,Summer,,,,0.4312499999999999
Sutter,FIPS:06101,Fall,,,,32.34375
Tehama,FIPS:06103,Winter,46.078621848739495,54.257478991596635,37.89321008403361,112.0997268907563
Tehama,FIPS:06103,Spring,56.54138095238095,67.39414285714285,45.702238095238094,52.49007275132275
Tehama,FIPS:06103,Summer,78.36980952380952,91.50266666666667,65.22385714285714,3.001335978835979
Tehama,FIPS:06103,Fall,62.87423809523809,73.52152380952381,52.076,46.596977513227515
